region,date,blase,netflix and chill,glock,lowkey,pleb,quan,pepe,stoop,burnt,simmer,chapo,spry,vape,tome,nae nae,shudder,wap,triggered,shook,juju,broccoli,woke,holosexual,shill,gaslighting,bigly,SJW,dank memes,vexing,bough,brandish,boolin,quash,wavy
CA,11/1/15,0.31386,0.44470,0.15231,0.15164,0.12479,0.27990,0.17755,0.11144,0.28614,0.08162,0.04548,0.15584,0.09101,0.15332,0.16723,0.14982,0.20996,0.09878,0.07330,0.18046,0.16225,0.12856,0.00201,0.09023,0.07303,,0.14547,0.10767,0.11994,0.08195,0.10141,0.08157,0.02103,0.10416
CO,11/1/15,0.16749,0.29406,0.12980,0.08830,0.08425,0.33011,0.13912,0.03166,0.30858,0.02914,0.02640,0.09429,0.11378,0.19841,0.17313,0.19388,0.17603,0.05681,0.02647,0.08242,0.10955,0.09819,,0.07149,0.05815,,0.19225,0.13610,0.04332,0.04040,0.08146,0.02879,0.01420,0.05882
CT,11/1/15,0.29874,0.36658,0.10718,0.08750,0.07827,0.27259,0.22558,0.07842,0.20180,0.05413,0.02452,0.11678,0.09791,0.13878,0.12866,0.10292,0.36402,0.04222,,0.08167,0.08141,0.12162,,0.10626,0.04322,,0.03572,,0.09657,0.06005,0.04036,0.04279,0.02638,0.08742
DC,11/1/15,0.55711,0.32254,0.19188,0.14505,0.03114,0.32534,0.14958,0.10920,0.20072,0.02154,0.01951,0.23231,0.07083,0.15528,0.08531,0.04095,0.30549,0.02100,0.03913,0.08123,0.16195,0.12096,,0.08455,0.06448,0.00430,0.07105,0.02874,0.06403,0.04479,0.06021,0.21280,0.02624,0.15216
DE,11/1/15,0.38189,0.28838,,,,0.20908,0.09612,0.16040,0.09381,0.16608,,,0.18206,0.08870,0.21930,,0.11634,,0.10059,0.20881,0.13877,0.24875,,0.10867,0.11049,,0.18264,,,0.23028,,0.43762,,
FL,11/1/15,0.39567,0.21026,0.17245,0.14594,0.13207,0.31290,0.15861,0.13234,0.19439,0.10622,0.02887,0.16957,0.06113,0.14977,0.12623,0.12925,0.27679,0.10356,0.06948,0.04006,0.11715,0.13364,,0.10008,0.03392,0.00085,0.09812,0.14743,0.05053,0.07658,0.11086,0.18472,0.02484,0.12865
GA,11/1/15,0.53494,0.29864,0.13819,0.09401,0.08169,0.52717,0.09233,0.09148,0.23090,0.07644,0.02409,0.10038,0.07104,0.20768,0.11849,0.13269,0.28984,0.02592,0.04831,0.08775,0.14995,0.06720,,0.09786,0.07297,,0.08772,0.04435,0.06917,0.11981,0.09291,0.07881,0.01134,0.09393
HI,11/1/15,0.37408,0.25424,0.06442,0.39445,0.09409,0.40961,0.22599,0.04714,0.44109,0.03254,0.02948,0.28078,0.16051,0.26067,0.19334,0.12372,0.13675,0.06344,0.05912,0.24546,0.16312,0.21930,,,0.06494,,,0.17370,0.09674,0.18045,0.12129,,0.03171,
IA,11/1/15,0.26691,0.40312,0.18387,0.33356,0.02238,0.35072,0.18812,0.11211,0.13114,0.15477,,0.13356,0.03817,0.17360,0.12262,0.14713,0.24394,0.12071,0.05625,0.11676,0.11638,0.10431,,0.09114,0.03089,,0.10212,0.20656,,0.02146,0.23077,0.18351,0.00754,0.12497
ID,11/1/15,0.16234,0.45969,0.34945,0.09509,0.05104,0.22219,0.12258,0.05114,,0.03530,0.01599,0.30461,0.02902,0.22624,,0.26845,0.14836,0.13766,0.06414,0.53258,0.26545,0.07931,,0.13858,,,0.11646,0.47110,,,,,,0.07126
IL,11/1/15,0.36712,0.39539,0.13474,0.11282,0.10218,0.40528,0.22269,0.06446,0.31047,0.13087,0.04269,0.18069,0.08823,0.15936,0.15034,0.14929,0.23101,0.08166,0.10939,0.09872,0.15090,0.15289,,0.08734,0.10971,,0.15543,0.16068,0.09339,0.06895,0.15122,0.27931,0.03061,0.07397
IN,11/1/15,0.33004,0.37385,0.17863,0.16572,0.10673,0.43366,0.19938,0.13070,0.12509,0.08202,0.02601,0.08847,0.08766,0.21027,0.14621,0.26510,0.23269,0.15993,0.10433,0.12375,0.10280,0.09213,,0.06440,0.06548,,0.02706,0.06568,0.02439,0.09098,0.42803,0.16209,0.01599,0.21524
KS,11/1/15,0.41778,0.39093,0.21897,0.14897,0.11422,0.27845,0.08230,0.04578,0.24095,0.25279,0.02147,0.27268,0.12990,0.12658,0.06259,0.15019,0.31541,0.12323,,0.05959,0.15841,0.07099,,0.09304,0.06307,,0.10425,0.25303,0.04698,0.10953,0.14723,,,
KY,11/1/15,0.34583,0.39173,0.18126,0.08808,0.09455,0.36221,0.11354,0.07579,0.19946,0.09155,0.04148,0.11286,0.06452,0.10478,0.20723,0.09946,0.15116,0.02550,0.02376,0.04933,0.16391,0.08815,,0.10269,0.10441,,0.04315,0.03491,0.03889,0.05440,0.09750,0.05169,0.01275,0.02640
LA,11/1/15,0.49190,0.25327,0.25671,0.08732,0.01875,0.47333,0.09005,0.01878,0.21970,0.06483,0.01175,0.13986,0.06396,0.10387,0.15408,0.12325,0.34057,0.05056,0.02356,0.09781,0.22749,0.14564,,0.15270,0.02588,,0.12832,0.06921,,0.05393,0.12082,0.35870,0.02527,0.26172
MA,11/1/15,0.39325,0.43323,0.22265,0.16409,0.06774,0.25953,0.15458,0.12218,0.26201,0.04685,0.02972,0.11119,0.09245,0.18018,0.09280,0.14253,0.31508,0.10050,0.04257,0.07069,0.17617,0.13685,,0.11957,0.07482,,0.15458,0.11256,0.05573,0.10395,0.19212,0.09259,0.01598,0.10404
MD,11/1/15,0.18774,0.37698,0.07348,0.06999,0.10732,0.28967,0.24487,0.08602,0.18867,0.10392,0.02018,0.19216,0.09764,0.19029,0.19112,0.18346,0.33536,0.11578,0.02698,0.11199,0.27908,0.05003,,0.16027,0.04444,,0.12244,0.07925,0.15449,0.03087,0.04150,0.23469,0.01085,0.19479
ME,11/1/15,0.16977,0.52884,0.36546,0.04973,0.05338,0.23237,0.32050,0.05348,0.18767,,0.01673,0.15929,0.09105,0.05915,,0.14038,0.15516,,,,0.09254,,,0.14493,0.07368,,0.12179,,,0.10237,0.27522,,,0.22357
MI,11/1/15,0.39501,0.49538,0.21056,0.14325,0.12419,0.38104,0.16335,0.05333,0.22872,0.05317,0.00927,0.10589,0.10761,0.18350,0.21063,0.07776,0.29224,0.08773,0.08919,0.06171,0.14354,0.15622,,0.10438,0.03266,,0.13494,0.09826,0.02432,0.01701,0.04574,0.11316,0.00797,0.07431
MN,11/1/15,0.17766,0.45040,0.11656,0.12886,0.09575,0.27791,0.17888,0.12792,0.22445,0.16925,0.02667,0.26988,0.08470,0.15328,0.14575,0.20986,0.15464,0.14348,0.05349,0.05551,0.14756,0.09919,,0.04333,0.11750,,0.12139,0.17677,0.04376,0.10203,0.09600,0.05817,0.01076,0.13369
MO,11/1/15,0.31401,0.45449,0.18026,0.12263,0.13163,0.37248,0.13173,0.04396,0.19284,0.12898,0.02062,0.21278,0.12475,0.10941,0.15027,0.17309,0.26306,0.05917,0.02757,0.17170,0.13312,0.10227,,0.08936,0.06057,,0.10012,0.24301,0.04512,0.06312,0.08484,0.05997,0.02588,0.04595
MS,11/1/15,0.39425,0.25120,0.16974,0.14435,0.03099,0.75547,0.11164,0.15525,0.14527,0.04287,0.03884,0.13871,0.03524,0.17171,0.21225,0.12225,0.27024,0.20895,0.03895,0.24252,0.26861,,,0.04207,,,,0.05721,0.12745,0.08915,0.03995,,0.02089,0.08653
MT,11/1/15,0.21033,0.07941,0.12073,0.16428,,0.15353,,,0.51666,0.06098,0.02763,0.13155,,0.39083,,0.23187,0.25629,,,,,,,0.11970,,,0.20118,,0.54393,,,,,
NC,11/1/15,0.32420,0.34682,0.24814,0.09496,0.07927,0.47824,0.14281,0.07376,0.14600,0.05091,0.03726,0.16053,0.08694,0.18198,0.13187,0.14147,0.41562,0.12218,0.11386,0.13295,0.20616,0.11439,,0.09994,0.05472,,0.06460,0.11499,0.13974,0.08688,0.11679,0.17027,0.01336,0.14231
ND,11/1/15,,0.18346,0.13947,0.18976,,0.35470,0.24462,,0.23872,0.21132,,0.45589,0.05791,0.22573,0.13952,0.13392,0.22204,0.13735,,,0.17656,,,,,,,,0.20944,,,,0.03432,
NE,11/1/15,0.39591,0.57658,0.19480,0.13253,0.10669,0.37158,0.08542,,0.41681,0.02460,0.03343,0.15919,0.06067,0.19706,0.19487,0.09353,0.07753,0.09592,0.04470,0.09278,0.06166,0.05526,,0.04828,0.04909,,0.24345,0.06565,0.07313,0.06821,0.04584,0.09722,0.03596,0.14896
NH,11/1/15,0.17665,0.36017,0.18253,0.16557,0.04443,0.38685,0.32015,0.08904,0.15622,0.03073,0.02784,0.13259,0.15159,0.14772,,0.17527,0.16144,0.23968,0.05584,0.34773,0.07703,,,0.24128,,,,0.08202,,0.08522,0.05727,0.12145,,0.12407
NJ,11/1/15,0.36691,0.30559,0.36239,0.15804,0.08143,0.28359,0.25262,0.12918,0.20677,0.04224,0.02126,0.20250,0.10418,0.15039,0.08366,0.24984,0.38956,0.08236,0.02558,0.07081,0.19999,0.13707,,0.07370,0.04684,,0.07742,0.15032,0.08372,0.05206,0.06998,0.11129,0.00686,0.10421
NM,11/1/15,0.44243,0.50117,0.25399,0.08640,0.13910,0.44410,0.16706,0.09292,0.38041,0.03207,0.04359,,0.10547,0.05139,0.06352,,0.13479,0.12506,,0.12096,0.16077,,,,0.06401,,,,,0.04446,0.17931,,0.03125,
NV,11/1/15,0.22541,0.34044,0.32349,0.19807,0.09449,0.22625,0.14185,0.02367,0.27686,0.08169,0.01480,0.17624,0.05373,0.07854,0.16180,0.21744,0.18884,0.03186,0.08907,,0.20477,0.14682,,0.19243,0.06522,,0.05390,,0.09716,0.06796,0.06090,0.06457,0.01592,0.06596
NY,11/1/15,0.32416,0.32776,0.17346,0.10514,0.07600,0.25267,0.13276,0.10154,0.23754,0.06053,0.02382,0.15808,0.09691,0.14804,0.16722,0.13023,0.29458,0.06523,0.07815,0.08412,0.19565,0.16462,,0.08130,0.07630,,0.06306,0.06803,0.08052,0.10160,0.07125,0.05666,0.01785,0.12862
OH,11/1/15,0.35870,0.44964,0.14002,0.08965,0.09623,0.33516,0.13001,0.11450,0.20442,0.05824,0.01696,0.12564,0.08892,0.19329,0.14831,0.15818,0.23603,0.08922,0.01512,0.14122,0.12513,0.14953,,0.07349,0.06642,,0.12352,0.07772,0.03711,0.10959,0.08529,0.08221,0.01824,0.09237
OK,11/1/15,0.23935,0.31283,0.09512,0.21571,0.16208,0.46368,0.13903,0.09280,0.16282,0.03203,0.05804,0.06910,0.09216,0.15396,0.15859,0.18268,0.18509,0.18735,0.05820,0.06040,0.12042,0.07196,,0.09431,0.06393,,0.10567,0.21373,0.04762,0.11102,0.08954,,0.03121,0.03233
OR,11/1/15,0.13449,0.18890,0.07412,0.07563,0.04736,0.12370,0.07312,0.04745,0.20615,0.03275,0.00636,0.14133,0.04232,0.17994,0.03707,0.08896,0.09341,0.04562,0.04251,,0.07038,0.07359,,0.10104,0.05604,,0.07719,0.07494,,0.02595,0.03489,0.03699,0.01140,0.03778
PA,11/1/15,0.34047,0.41320,0.13960,0.09023,0.10194,0.27516,0.14691,0.08682,0.20909,0.07051,0.02715,0.12930,0.11884,0.19206,0.16060,0.16086,0.24819,0.04812,0.03844,0.02660,0.13255,0.07920,,0.08304,0.07740,,0.11631,0.12233,0.14675,0.04888,0.05257,0.08360,0.01203,0.10675
RI,11/1/15,0.17878,0.45564,0.15394,0.10473,0.16862,0.29364,0.33751,0.11264,0.52701,0.15550,0.01761,0.08387,0.06392,,0.07700,0.14782,0.28593,0.07580,,,0.19489,0.08734,,0.07631,0.07759,,0.12826,0.20753,0.11559,0.37731,0.21737,0.30730,0.01894,
SC,11/1/15,0.37191,0.35106,0.12810,0.08715,0.03118,0.55655,0.16851,0.03124,0.18272,0.06470,0.02931,0.09305,0.05319,0.22460,0.25628,0.12300,0.38521,0.08410,0.01959,0.08134,0.08108,0.09690,,0.04233,0.06457,,0.07115,0.08634,,0.10465,0.06029,0.21309,0.01576,0.19590
SD,11/1/15,0.39963,0.81480,0.27529,0.09364,,0.08752,,,0.35341,0.06952,0.06299,0.14998,0.05716,0.22278,0.41308,0.26434,0.14609,0.13555,,0.26222,,,,,,,,,,,,0.27476,0.03388,
TN,11/1/15,0.34146,0.39578,0.23248,0.13025,0.07989,0.29564,0.08395,0.12007,0.14045,0.07598,0.01252,0.17881,0.05679,0.09960,0.16417,0.07879,0.21047,0.08081,0.05020,0.02605,0.29433,0.09311,,0.08135,0.04136,,0.06836,0.01844,0.08215,0.12450,0.03862,0.02730,0.01010,0.09760
TX,11/1/15,0.42130,0.37546,0.14404,0.15969,0.08960,0.39856,0.20118,0.10734,0.23971,0.10239,0.04089,0.18020,0.07089,0.15542,0.20013,0.15112,0.20101,0.13923,0.06610,0.10163,0.12832,0.13620,,0.08198,0.05647,,0.08889,0.09709,0.04807,0.08032,0.07533,0.18104,0.01904,0.10878
UT,11/1/15,0.19168,0.57242,0.12004,0.10208,0.06574,0.41978,0.13159,0.10979,0.25684,0.01516,0.00687,0.32699,0.07477,0.17000,0.12008,0.25935,0.03185,0.11822,0.05508,,0.11398,0.03405,,0.08926,0.12101,,0.10001,0.08091,0.04507,0.04203,0.16949,,,0.06119
VA,11/1/15,0.31790,0.44700,0.16990,0.10916,0.10339,0.30007,0.16555,0.11050,0.13733,0.05244,0.01728,0.10285,0.06663,0.16805,0.21717,0.26285,0.26047,0.09296,0.06064,0.14385,0.10755,0.10710,,0.05615,0.05709,,0.15728,0.11452,0.04252,0.05949,0.02666,0.13190,0.01394,0.28870
VT,11/1/15,0.30020,0.34005,0.25850,0.26379,,0.16436,0.22669,,0.77432,0.06528,,0.28166,,0.62758,0.12929,0.24822,0.27436,,0.11862,,0.16363,,,0.25628,,,0.21537,,,,,,,0.13178
WA,11/1/15,0.24624,0.50063,0.15223,0.11096,0.11116,0.38715,0.12396,0.05569,0.24195,0.09885,0.02488,0.16587,0.10836,0.09679,0.16316,0.17750,0.13849,0.08566,0.03992,0.10357,0.13766,0.13572,,0.10780,0.13153,,0.21742,0.08795,0.09797,0.03046,0.11259,0.13023,0.02676,0.06652
WI,11/1/15,0.29468,0.37686,0.22919,0.12251,0.08368,0.43716,0.12921,0.10780,0.50438,0.14056,0.04495,0.17837,0.10197,0.15898,0.24564,0.06288,0.16506,0.14510,0.06010,0.09356,0.20725,0.05573,,0.11361,0.06601,,0.08183,0.15448,,0.12610,0.09246,,0.01209,0.06676
WV,11/1/15,0.34098,0.24140,0.14680,0.04994,0.26801,0.28002,0.19312,0.05371,0.50257,0.18536,,,0.03048,0.05940,0.22029,0.14097,0.31163,0.07229,,,0.09293,,,0.07277,0.36998,,,0.19791,0.11023,0.10280,0.20729,,0.05419,0.14967
WY,11/1/15,,0.57527,,,,0.55610,,,0.18713,0.11043,,,0.18159,,,,0.23207,,,,,,,,,,,,,0.45936,,,0.05381,
AK,11/8/15,0.15907,0.36036,0.41091,,0.20004,0.26127,,0.10022,0.11723,0.20754,0.03134,,0.17063,0.22169,,0.13153,0.29075,0.13489,,0.26094,0.17340,0.15542,,,0.13808,,0.45647,,0.20569,,,,0.03371,0.13965
AL,11/8/15,0.40995,0.35602,0.18827,0.04803,0.03437,0.31422,0.04128,0.05166,0.20141,0.10697,0.01077,0.05129,0.03909,0.30472,0.18834,0.22598,0.27476,0.04635,0.02160,0.22416,0.17876,0.10681,,0.06999,0.04745,,0.07843,0.03173,,0.13184,0.02215,0.23489,0.01158,0.07198
AR,11/8/15,0.25448,0.28826,0.03984,0.16263,0.02909,0.45598,0.10482,0.20406,0.17049,,0.01823,0.13024,0.09927,0.22570,0.15943,0.22955,0.14800,0.15695,0.03657,0.22770,0.25220,0.27125,,0.03950,,,0.06639,0.16113,,0.08370,,,0.01961,0.12186
AZ,11/8/15,0.37923,0.28949,0.19877,0.09659,0.09331,0.25276,0.17431,0.07272,0.10936,0.08605,0.02924,0.15470,0.08254,0.13788,0.17043,0.21813,0.22604,0.12584,0.05212,0.02705,0.19772,0.09666,,0.11261,0.04294,,0.14195,0.03828,0.08528,0.02983,0.02673,0.05668,0.02096,0.04343
CA,11/8/15,0.37941,0.28892,0.21597,0.14070,0.11360,0.29325,0.19421,0.09374,0.21773,0.10631,0.04020,0.13362,0.09500,0.14071,0.13732,0.18102,0.22437,0.12257,0.06383,0.11158,0.17610,0.16822,,0.08165,0.06827,,0.14029,0.07649,0.11544,0.07690,0.13094,0.03288,0.01396,0.09517
CO,11/8/15,0.37269,0.18763,0.14263,0.11644,0.09374,0.30834,0.08756,0.03131,0.21973,0.07924,0.03590,0.15541,0.07699,0.13851,0.15695,0.19174,0.14381,0.07023,0.06545,0.16303,0.05417,0.08092,,0.07070,0.07189,,0.07130,0.15382,0.12851,0.08989,0.10741,0.02847,0.02457,0.05817
CT,11/8/15,0.37144,0.21037,0.17058,0.13056,0.06228,0.28471,0.13090,0.07801,0.29199,0.07539,0.00976,0.23234,0.11510,0.15530,0.17064,0.12285,0.39605,0.10499,0.01957,0.04062,0.16197,0.36292,,0.10570,0.02149,,0.17765,0.08624,0.12808,0.05973,0.14050,0.21282,0.03149,0.17392
DC,11/8/15,0.56504,0.22757,0.15137,0.04413,0.01579,0.28873,0.09482,0.07911,0.12955,0.05461,,0.18850,0.04490,0.17500,0.17306,0.26994,0.26394,0.10648,0.01985,0.04120,0.24638,0.14722,,0.04288,0.06540,,0.10810,0.08746,0.09742,0.01514,0.10178,0.25899,0.03725,0.08819
DE,11/8/15,0.57058,0.21544,0.54591,0.14856,0.15946,0.34710,0.19150,,,0.05514,,,0.04534,0.08836,,0.20968,0.34765,,0.20041,,0.13822,,,0.21649,0.22013,,0.18193,,,0.07646,,0.43589,0.02687,
FL,11/8/15,0.50060,0.25382,0.18885,0.11172,0.12291,0.28974,0.15841,0.06909,0.14757,0.06220,0.02348,0.12078,0.06648,0.10964,0.18481,0.14192,0.25926,0.07682,0.05275,0.03128,0.12993,0.10248,,0.06919,0.02483,,0.14366,0.07748,0.06165,0.04312,0.08115,0.15570,0.01920,0.11301
GA,11/8/15,0.44915,0.31687,0.12892,0.08309,0.07928,0.47456,0.05950,0.08440,0.13356,0.07197,0.02018,0.14047,0.10143,0.13727,0.14933,0.17592,0.31327,0.03341,0.09341,0.14219,0.09449,0.12318,,0.04709,0.05472,0.00137,0.16959,0.08232,0.07133,0.07602,0.12774,0.12190,0.01837,0.12452
HI,11/8/15,0.43479,0.32833,,0.12735,0.27339,0.19837,0.10944,0.36525,0.10681,0.09455,,0.27196,0.07773,0.20199,0.24968,0.11984,0.09934,,,0.11887,0.15799,0.14160,,0.06186,0.06290,,,,,,0.29369,,0.04607,0.12724
IA,11/8/15,0.33413,0.51791,0.18171,0.14422,0.06635,0.34661,0.15936,0.06648,0.18144,0.12237,0.02772,0.23099,0.10061,0.14705,0.06059,0.11633,0.17679,0.20878,0.08338,0.17308,0.15336,0.03436,,0.15012,0.03053,,0.05046,0.12248,0.09096,0.02121,0.02851,0.12091,0.00745,0.09263
ID,11/8/15,0.12198,0.32240,0.28009,0.19055,0.05113,0.31165,0.06141,0.10247,0.11986,0.21220,0.01602,,0.08723,0.22667,,0.06724,0.14864,0.06896,,0.13340,0.08865,0.07945,,,0.21176,,,0.18880,0.10515,0.19614,,,0.03447,
IL,11/8/15,0.37935,0.33762,0.14518,0.07760,0.11737,0.32307,0.15915,0.08726,0.24850,0.10737,0.03797,0.18644,0.10334,0.17623,0.07261,0.15434,0.22012,0.11234,0.05710,0.09878,0.15754,0.17061,,0.09253,0.04704,,0.15551,0.09087,0.09344,0.06172,0.03905,0.15525,0.01404,0.11630
IN,11/8/15,0.30911,0.37136,0.03226,0.19754,0.07068,0.29745,0.25464,0.11803,0.22090,0.08962,0.00738,0.10546,0.09378,0.18277,0.24206,0.17039,0.31675,0.07943,0.10363,0.09219,0.24507,0.10983,,0.09596,0.01626,,0.16128,0.04349,0.29070,0.10167,0.10630,0.09660,0.01191,0.08223
KS,11/8/15,0.19912,0.24605,0.24939,0.08483,0.15935,0.25768,0.16403,,0.21344,0.09447,0.02140,0.16984,0.03883,0.17660,0.09356,0.23948,0.16544,0.15350,0.02861,0.11878,0.15786,,,0.18544,0.12570,,0.05195,0.04203,0.09363,0.06549,0.05869,0.12446,0.02302,
KY,11/8/15,0.40355,0.33861,0.10296,0.07005,0.09398,0.19639,0.09029,0.09417,0.17624,0.09100,0.00589,0.08414,0.06413,0.24997,0.15450,0.04943,0.12294,0.07605,0.04725,0.09807,0.22811,0.11683,,0.05104,0.02595,,0.34313,0.03470,0.03865,0.05408,0.02423,0.30829,0.01267,0.02624
LA,11/8/15,0.47172,0.32750,0.13103,0.16045,0.11482,0.31658,0.13789,,0.20186,0.06618,0.01799,0.19988,0.07617,0.19087,0.20972,0.17615,0.23642,0.02581,0.04810,0.04992,0.06635,0.05947,,,,,0.17467,0.10599,,0.03670,0.27135,0.26156,0.01935,0.08015
MA,11/8/15,0.32919,0.36687,0.18288,0.09331,0.08013,0.26163,0.17642,0.09367,0.25043,0.10160,0.02092,0.08967,0.09113,0.20720,0.11891,0.18439,0.28630,0.03602,0.04196,0.05226,0.18522,0.15563,,0.04533,0.02765,,0.15236,0.03698,0.05493,0.07684,0.08607,0.27379,0.01800,0.19578
MD,11/8/15,0.38242,0.32258,0.16815,0.12393,0.09209,0.31183,0.13517,0.07177,0.19188,0.06369,0.02244,0.19849,0.04655,0.18144,0.16821,0.21529,0.22309,0.01380,0.10288,0.05339,0.17740,0.12720,,0.05557,,,0.21014,0.07556,0.04209,0.07850,0.02638,0.11189,0.01379,0.12858
ME,11/8/15,0.21124,0.33500,0.43655,0.09900,0.10626,0.18505,0.19142,0.05324,0.43590,0.18374,,0.07928,0.15106,0.23553,0.14557,0.20960,0.27029,,0.06678,0.13861,0.18422,0.08256,,,,,0.24248,,,,0.20547,,0.01791,0.29673
MI,11/8/15,0.36150,0.40948,0.14367,0.09231,0.11657,0.29941,0.15399,0.12264,0.22542,0.08465,0.02192,0.24351,0.06297,0.20669,0.12775,0.16861,0.22449,0.05502,0.05128,0.07603,0.13136,0.08151,,0.06330,0.05632,,0.17289,0.10760,0.03596,0.01677,0.09016,0.14339,0.02554,0.12206
MN,11/8/15,0.20105,0.29416,0.18755,0.17666,0.11588,0.16511,0.07591,0.26389,0.24694,0.17487,0.01981,0.12576,0.11382,0.24517,0.12989,0.11083,0.16078,0.15628,0.13240,0.16490,0.14611,0.08185,0.01559,0.17163,0.10180,,0.16827,0.13614,0.08666,0.03031,0.04074,0.11519,,0.08825
MO,11/8/15,0.43854,0.31427,0.24661,0.08389,0.15757,0.41160,0.17572,0.04511,0.09234,0.14791,0.02469,0.16794,0.05760,0.12473,0.09251,0.11840,0.22085,0.12143,0.04244,0.08809,0.27318,0.10493,,0.12225,0.03108,,0.64207,0.08311,0.11573,0.07555,0.04353,0.12307,0.02655,0.11000
MS,11/8/15,0.47565,0.14179,0.08623,0.17598,,0.60306,0.03781,0.12618,0.22139,0.06532,0.02960,0.14093,0.03580,,0.17251,0.12420,0.11440,0.08492,,0.16426,0.38206,0.09784,,,,,,0.05812,,0.03019,,0.43030,0.02122,
MT,11/8/15,0.20754,0.39181,,,0.17400,0.30301,0.20896,0.26152,0.20393,0.18052,0.02726,0.12982,0.14842,0.09642,0.11918,,0.12645,0.11733,,0.22697,,,,,,,0.39704,,,,0.11215,,,
NC,11/8/15,0.33540,0.28360,0.19525,0.09962,0.07723,0.40347,0.18550,0.11905,0.18799,0.09040,0.03351,0.14183,0.07770,0.17118,0.17091,0.10156,0.31517,0.15222,0.10453,0.01550,0.18539,0.17539,,0.04839,0.06561,,0.13556,0.08774,0.19547,0.07406,0.06126,0.14616,0.01602,0.09124
ND,11/8/15,0.32718,0.37061,0.14086,,,0.44782,,,,,0.03223,0.30698,0.17548,0.22799,0.14092,,0.14951,,,,,,,,,,0.70417,,,,,0.28119,0.03467,
NE,11/8/15,0.30147,0.27940,0.09440,0.12844,0.06893,0.45015,0.16557,0.03453,0.36355,0.14303,0.03240,0.20571,0.01960,0.30557,0.14165,0.04532,0.07514,0.04648,,0.26975,0.29876,0.16067,,0.14038,,,0.07865,0.06363,0.07088,,0.04443,,0.05808,0.09624
NH,11/8/15,0.11342,0.25696,0.19533,0.04430,0.14264,0.20699,0.28550,,,0.03289,0.02980,0.07095,0.02704,,,,0.20732,,,0.37212,0.41215,0.07388,,0.12910,0.06564,,0.21699,0.08778,0.19556,0.04560,0.06129,,0.01602,0.06638
NJ,11/8/15,0.39589,0.29321,0.10489,0.14272,0.18511,0.23898,0.26829,0.11512,0.17206,0.06181,0.03000,0.18096,0.06896,0.08488,0.09618,0.15108,0.33862,0.06886,0.16044,0.09991,0.23238,0.10910,,0.04333,0.07049,,0.16021,0.10605,0.05251,0.07345,0.07405,0.22683,0.01721,0.15150
NM,11/8/15,0.25916,0.16775,0.19127,0.08675,0.13968,0.08108,0.22366,0.27991,0.21827,,0.02918,0.06947,0.10590,0.20639,0.38269,0.18367,0.16918,0.12558,0.05851,,,0.14469,,0.06321,,,,,0.09575,0.04465,0.36011,,,0.06500
NV,11/8/15,0.47306,0.27865,0.22811,0.06651,0.14278,0.33152,0.14289,0.09538,0.27890,0.14813,0.02237,,0.12179,0.15823,0.29340,0.09388,0.12106,0.22465,0.02991,0.24833,0.12377,0.14791,,0.06462,0.03285,0.00657,0.10860,0.13180,0.14681,0.04564,0.09203,,0.01604,0.03322
NY,11/8/15,0.35190,0.24417,0.10788,0.12520,0.09963,0.21385,0.11409,0.08590,0.21453,0.08974,0.01888,0.13829,0.10145,0.12068,0.10157,0.18281,0.22563,0.07187,0.05242,0.07858,0.14862,0.11521,,0.06920,0.04478,,0.18505,0.07699,0.06671,0.07777,0.06272,0.13301,0.02108,0.12940
OH,11/8/15,0.37451,0.41362,0.13706,0.07130,0.09420,0.34857,0.12727,0.06489,0.08970,0.06108,0.01845,0.17569,0.06361,0.14354,0.11291,0.17806,0.25671,0.25407,0.05919,,0.15310,0.08233,0.00871,0.03197,0.04064,,0.13434,0.08695,0.10896,0.07904,0.07589,0.08047,0.01190,0.04932
OK,11/8/15,0.31225,0.20806,0.15816,0.17216,0.16169,0.44247,0.08322,0.02314,0.13536,0.06391,,0.17233,0.02627,0.10239,0.31644,0.09112,0.18465,0.09345,,0.12052,0.16018,0.03589,,0.03136,0.06378,,,0.08529,0.14251,0.08860,0.05955,0.06314,0.03114,0.06450
OR,11/8/15,0.15187,0.15538,0.10124,0.03444,0.10474,0.11265,0.07399,0.03704,0.10109,0.09375,0.01737,0.04596,0.06306,0.08876,0.05064,0.08101,0.12089,0.06647,0.05420,0.04822,0.09613,0.07659,,0.06691,0.05103,,0.11247,0.03412,0.02534,0.02954,0.03177,,0.00415,0.03441
PA,11/8/15,0.35546,0.33859,0.26434,0.09465,0.10160,0.28307,0.20742,0.08653,0.20838,0.11946,0.02388,0.18191,0.07510,0.12948,0.18093,0.11356,0.21781,0.08221,0.08300,0.15903,0.19375,0.08683,,0.08276,0.07013,,0.11591,0.06565,0.08357,0.07794,0.09168,0.09720,0.01541,0.09929
RI,11/8/15,0.40055,0.45372,0.07665,0.20858,0.22388,0.09747,0.06722,,0.13120,0.03871,0.01754,0.25055,0.06365,0.06203,0.07667,,0.28473,0.22645,0.07034,0.14602,0.38813,0.34788,,0.07599,,,0.12772,,,0.05367,0.07215,,,0.15629
SC,11/8/15,0.30397,0.24791,0.10470,0.09972,0.07645,0.43935,0.16527,0.07660,0.25089,0.06345,0.03833,0.18253,0.07825,0.08473,0.14663,0.16086,0.55561,0.08248,0.11530,0.03989,0.23858,0.14256,,0.02076,,,0.10467,0.05646,0.09433,0.08798,0.07884,0.20899,0.02577,0.10674
